UID,name,groups_mobilizing
represas-del-rio-santa-cruz1,Fisher people,
residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china,Neighbours/citizens/communities,
norsudtimber-illegal-in-drc,Indigenous groups or traditional communities,
norsudtimber-illegal-in-drc,International ejos,
gold-min,Industrial workers,
gold-min,International ejos,
gold-min,Local ejos,
gold-min,Neighbours/citizens/communities,
gold-min,Women,
gold-min,Farmers and peasants,
presa-de-el-zapotillo-jalisco-mexico,International ejos,
presa-de-el-zapotillo-jalisco-mexico,Local ejos,
presa-de-el-zapotillo-jalisco-mexico,Local government/political parties,
presa-de-el-zapotillo-jalisco-mexico,Neighbours/citizens/communities,
presa-de-el-zapotillo-jalisco-mexico,Social movements,
presa-de-el-zapotillo-jalisco-mexico,Women,
presa-de-el-zapotillo-jalisco-mexico,Local scientists/professionals,
presa-de-el-zapotillo-jalisco-mexico,Religious groups,
presa-de-el-zapotillo-jalisco-mexico,Farmers and peasants,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Indigenous groups or traditional communities,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Local ejos,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Neighbours/citizens/communities,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Women,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Fisher people,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Farmers and peasants,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Indigenous groups or traditional communities,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,International ejos,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Local ejos,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Local government/political parties,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Neighbours/citizens/communities,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Social movements,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Women,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Religious groups,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Fisher people,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Local ejos,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Landless peasants,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Local government/political parties,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Neighbours/citizens/communities,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Social movements,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Women,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Ethnically/racially discriminated groups,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Farmers and peasants,
mutanda-mine-democratic-republic-of-congo,Industrial workers,
mutanda-mine-democratic-republic-of-congo,International ejos,
mutanda-mine-democratic-republic-of-congo,Local ejos,
mutanda-mine-democratic-republic-of-congo,Neighbours/citizens/communities,
mutanda-mine-democratic-republic-of-congo,Social movements,
mutanda-mine-democratic-republic-of-congo,Women,
mutanda-mine-democratic-republic-of-congo,Religious groups,
mutanda-mine-democratic-republic-of-congo,Other,
mutanda-mine-democratic-republic-of-congo,Fisher people,
mutanda-mine-democratic-republic-of-congo,Farmers and peasants,
proposed-garbage-incineration-plant-draws-mass-protest-in-guangdong-china,Neighbours/citizens/communities,
dugarajapatnam-port-andhra-pradesh-india,Indigenous groups or traditional communities,
dugarajapatnam-port-andhra-pradesh-india,Local ejos,
dugarajapatnam-port-andhra-pradesh-india,Local government/political parties,
dugarajapatnam-port-andhra-pradesh-india,Neighbours/citizens/communities,
dugarajapatnam-port-andhra-pradesh-india,Local scientists/professionals,
dugarajapatnam-port-andhra-pradesh-india,Other,
dugarajapatnam-port-andhra-pradesh-india,Farmers and peasants,
mokoron-hill-nicaragua,International ejos,
mokoron-hill-nicaragua,Local ejos,
mokoron-hill-nicaragua,Local government/political parties,
mokoron-hill-nicaragua,Neighbours/citizens/communities,
mokoron-hill-nicaragua,Social movements,
mokoron-hill-nicaragua,Local scientists/professionals,
mokoron-hill-nicaragua,Religious groups,
mokoron-hill-nicaragua,Other,
illegal-stone-quarry-in-andarawewa-forest-reserve,International ejos,
illegal-stone-quarry-in-andarawewa-forest-reserve,Local ejos,
illegal-stone-quarry-in-andarawewa-forest-reserve,Neighbours/citizens/communities,
illegal-stone-quarry-in-andarawewa-forest-reserve,Social movements,
illegal-stone-quarry-in-andarawewa-forest-reserve,Local scientists/professionals,
illegal-stone-quarry-in-andarawewa-forest-reserve,Farmers and peasants,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Indigenous groups or traditional communities,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Landless peasants,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Neighbours/citizens/communities,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Women,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Ethnically/racially discriminated groups,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Local ejos,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Neighbours/citizens/communities,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Other,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Farmers and peasants,
bc-hydro-site-c-dam-canada,Indigenous groups or traditional communities,
bc-hydro-site-c-dam-canada,International ejos,
bc-hydro-site-c-dam-canada,Local ejos,
bc-hydro-site-c-dam-canada,Neighbours/citizens/communities,
bc-hydro-site-c-dam-canada,Ethnically/racially discriminated groups,
bc-hydro-site-c-dam-canada,Recreational users,
bc-hydro-site-c-dam-canada,Local scientists/professionals,
bc-hydro-site-c-dam-canada,Farmers and peasants,
sponge-iron-factories-in-west-bengal-india,Local ejos,
sponge-iron-factories-in-west-bengal-india,Local government/political parties,
sponge-iron-factories-in-west-bengal-india,Neighbours/citizens/communities,
sponge-iron-factories-in-west-bengal-india,Social movements,
sponge-iron-factories-in-west-bengal-india,Other,
sponge-iron-factories-in-west-bengal-india,Farmers and peasants,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,International ejos,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Ethnically/racially discriminated groups,
saemangeun-reclamation-project-south-korea,Local ejos,
saemangeun-reclamation-project-south-korea,Neighbours/citizens/communities,
saemangeun-reclamation-project-south-korea,Social movements,
saemangeun-reclamation-project-south-korea,Fisher people,
proyecto-caycayen-neuquen-argentina,Local ejos,
proyecto-caycayen-neuquen-argentina,Local government/political parties,
proyecto-caycayen-neuquen-argentina,Neighbours/citizens/communities,
proyecto-caycayen-neuquen-argentina,Pastoralists,
proyecto-caycayen-neuquen-argentina,Local scientists/professionals,
water-privatisation-egypt,Local ejos,
water-privatisation-egypt,Neighbours/citizens/communities,
water-privatisation-egypt,Farmers and peasants,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Indigenous groups or traditional communities,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,International ejos,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Local ejos,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Local government/political parties,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Women,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Ethnically/racially discriminated groups,
wanning-waste-to-energy-plant-hainan-china,Neighbours/citizens/communities,
wanning-waste-to-energy-plant-hainan-china,Fisher people,
wanning-waste-to-energy-plant-hainan-china,Farmers and peasants,
paks-nuclear-plant-expansion-hungary,Local ejos,
paks-nuclear-plant-expansion-hungary,Local government/political parties,
paks-nuclear-plant-expansion-hungary,Neighbours/citizens/communities,
paks-nuclear-plant-expansion-hungary,Other,
polluted-drinking-water-in-basra,International ejos,
polluted-drinking-water-in-basra,Local ejos,
polluted-drinking-water-in-basra,Local government/political parties,
polluted-drinking-water-in-basra,Neighbours/citizens/communities,
polluted-drinking-water-in-basra,Local scientists/professionals,
public-interest-litigation-against-tianji-luan-chemical-due-to-air-pollution-shanxi-china,Local ejos,
jeannette-kawas-fernandez-case-honduras,Indigenous groups or traditional communities,
jeannette-kawas-fernandez-case-honduras,Local ejos,
jeannette-kawas-fernandez-case-honduras,Neighbours/citizens/communities,
jeannette-kawas-fernandez-case-honduras,Other,
the-decimation-of-palestines-fishing-industry,International ejos,
the-decimation-of-palestines-fishing-industry,Local ejos,
the-decimation-of-palestines-fishing-industry,Fisher people,
northstar-oil-field-usa,Indigenous groups or traditional communities,
northstar-oil-field-usa,International ejos,
northstar-oil-field-usa,Other,
northstar-oil-field-usa,Fisher people,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Indigenous groups or traditional communities,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,International ejos,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Local ejos,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Local government/political parties,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Neighbours/citizens/communities,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Local scientists/professionals,
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,Fisher people,
chachi-indigenous-centre-el-encanto-vs-durini-ecuador,Indigenous groups or traditional communities,
fehmarn-belt-fixed-link-germany-denmark,Informal workers,
fehmarn-belt-fixed-link-germany-denmark,Local ejos,
fehmarn-belt-fixed-link-germany-denmark,Local government/political parties,
fehmarn-belt-fixed-link-germany-denmark,Neighbours/citizens/communities,
fehmarn-belt-fixed-link-germany-denmark,Trade unions,
fehmarn-belt-fixed-link-germany-denmark,Local scientists/professionals,
fehmarn-belt-fixed-link-germany-denmark,Other,
fehmarn-belt-fixed-link-germany-denmark,Farmers and peasants,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Local ejos,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Landless peasants,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Neighbours/citizens/communities,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Women,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Ethnically/racially discriminated groups,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Fisher people,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,Farmers and peasants,
saramaka-people-against-the-state-of-suriname,Indigenous groups or traditional communities,
saramaka-people-against-the-state-of-suriname,International ejos,
saramaka-people-against-the-state-of-suriname,Women,
saramaka-people-against-the-state-of-suriname,Ethnically/racially discriminated groups,
saramaka-people-against-the-state-of-suriname,Local scientists/professionals,
waste-management-in-subotica,Local ejos,
waste-management-in-subotica,Local government/political parties,
waste-management-in-subotica,Neighbours/citizens/communities,
waste-management-in-subotica,Local scientists/professionals,
wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,Informal workers,
wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,Local ejos,
wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,Local government/political parties,
wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,Trade unions,
alibag-sez-in-mumbai-mh-india,Informal workers,
alibag-sez-in-mumbai-mh-india,Local ejos,
alibag-sez-in-mumbai-mh-india,Landless peasants,
alibag-sez-in-mumbai-mh-india,Local government/political parties,
alibag-sez-in-mumbai-mh-india,Neighbours/citizens/communities,
alibag-sez-in-mumbai-mh-india,Social movements,
alibag-sez-in-mumbai-mh-india,Farmers and peasants,
palm-islands-uae,Local scientists/professionals,
champlain-hudson-power-express,Indigenous groups or traditional communities,
champlain-hudson-power-express,Local ejos,
champlain-hudson-power-express,Neighbours/citizens/communities,
champlain-hudson-power-express,Social movements,
champlain-hudson-power-express,Recreational users,
champlain-hudson-power-express,Local scientists/professionals,
champlain-hudson-power-express,Other,
illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,Indigenous groups or traditional communities,
illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,Informal workers,
illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,Local ejos,
illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,Pastoralists,
health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,Industrial workers,
health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,Local ejos,
health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,Neighbours/citizens/communities,
homestead-temporary-shelter-for-unaccompanied-children,Local government/political parties,
homestead-temporary-shelter-for-unaccompanied-children,Neighbours/citizens/communities,
homestead-temporary-shelter-for-unaccompanied-children,Social movements,
homestead-temporary-shelter-for-unaccompanied-children,Ethnically/racially discriminated groups,
ilisu-dam-project-turkey,Indigenous groups or traditional communities,
ilisu-dam-project-turkey,Informal workers,
ilisu-dam-project-turkey,International ejos,
ilisu-dam-project-turkey,Local ejos,
ilisu-dam-project-turkey,Local government/political parties,
