name,government_actors,slug
Unidad Fiscal de Delitos Cometidos contra Activistas de Derechos Humanos - - Ministerio Publico,,fenix-el-estor-guatemala
Ministry of Economy,,rosia-montana-romania
From Romania: Ministry of Environment,,rosia-montana-romania
Ministry of Culture and National Patrimony,,rosia-montana-romania
"Commerce  and Business _x000D_
      Romanian Parliament_x000D_
      _x000D_
      From Hungary: Ministry of Environment and Water Management",,rosia-montana-romania
"Ministry of Culture_x000D_
                                                _x000D_
                                                ",,rosia-montana-romania
Secretaria de Medio Ambiente y Recursos Naturales SEMARNAT,,mina-dolores-mexico
Gobernacion del Estado de Chihuahua,,mina-dolores-mexico
Comision Nacional de los Derechos Humanos,,mina-dolores-mexico
Procuraduria General de la Republica ,,mina-dolores-mexico
Ministerio de Ambiente y Desarrollo Sostenible,,desviacion-rio-rancheria-la-guajira-colombia
Contraloría General de la República,,desviacion-rio-rancheria-la-guajira-colombia
Ministerio del Interior,,desviacion-rio-rancheria-la-guajira-colombia
Congreso de la República.,,desviacion-rio-rancheria-la-guajira-colombia
United States Congress,,yucca-mountain-nuclear-waste-storage-usa
United States Environmental Protection Agency,,yucca-mountain-nuclear-waste-storage-usa
United States Department of Energy,,yucca-mountain-nuclear-waste-storage-usa
State of Nevada,,yucca-mountain-nuclear-waste-storage-usa
Clark County government,,yucca-mountain-nuclear-waste-storage-usa
Presidencia de la Republica,,bosques-de-bahia-solano-colombia
Ministerio de Ambiente y Desarrollo Sostenible,,bosques-de-bahia-solano-colombia
Ministerio de Interior,,bosques-de-bahia-solano-colombia
Senado de la Republica,,bosques-de-bahia-solano-colombia
Gobernacion del Choco,,bosques-de-bahia-solano-colombia
Corporacion Autonoma Regional del Choco ,,bosques-de-bahia-solano-colombia
City & Borough of Juneau,,oil-drilling-in-anwr-usa
Mayor,,oil-drilling-in-anwr-usa
City of Homer,,oil-drilling-in-anwr-usa
City of Kaktovik,,oil-drilling-in-anwr-usa
City of Kivilina,,oil-drilling-in-anwr-usa
City of Kodiak,,oil-drilling-in-anwr-usa
City of Nenana,,oil-drilling-in-anwr-usa
City of Nondalton,,oil-drilling-in-anwr-usa
City of Soldotna,,oil-drilling-in-anwr-usa
Vice Mayor,,oil-drilling-in-anwr-usa
City of Valdez,,oil-drilling-in-anwr-usa
City of Whittier,,oil-drilling-in-anwr-usa
Denali Borough,,oil-drilling-in-anwr-usa
Kenai Peninsula Borough,,oil-drilling-in-anwr-usa
Ketchikan Gateway Borough,,oil-drilling-in-anwr-usa
Kodiak Island Borough,,oil-drilling-in-anwr-usa
Municipality of Anchorage,,oil-drilling-in-anwr-usa
North Slope Borough,,oil-drilling-in-anwr-usa
Alaska Legislature,,oil-drilling-in-anwr-usa
The General Councils from the six départements closest to ITER (Hautes Alpes,,iter-reactor-france
Alpes de Haute Provence,,iter-reactor-france
Alpes Maritimes,,iter-reactor-france
Vaucluse,,iter-reactor-france
Var and Bouches du Rhône).,,iter-reactor-france
Provence-Alpes-Cote dAzur Regional Council.,,iter-reactor-france
Communauté du Pays dAix.,,iter-reactor-france
Nigeria National Petroleum Corporation,,multiple-gas-explosion-in-egiland-nigeria
Central Electricity Authority,,girye-ultra-mega-power-project-maharashtra-india
Government of India,,girye-ultra-mega-power-project-maharashtra-india
Maharashtra Pollution Control Board,,girye-ultra-mega-power-project-maharashtra-india
Ministry of Power,,girye-ultra-mega-power-project-maharashtra-india
National Remote Sensing Agency,,girye-ultra-mega-power-project-maharashtra-india
Municipio de Contulmo,,lago-lleu-lleu-chile
Municipio de Conadi,,lago-lleu-lleu-chile
Fiscalia de Cañete,,lago-lleu-lleu-chile
Montcada i Reixac town council,,waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain
Catalan government,,waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain
Nigerian National Petroleum Corporation.,,agip-facilty-pollutes-kwale-community-ponds-nigeria
Spanish Ministry of Environment,,chemical-industry-in-flix-tarragona-spain
Catalan Regional government,,chemical-industry-in-flix-tarragona-spain
United States Government,,bhopal-gas-tragedy-india
India Supreme Court,,bhopal-gas-tragedy-india
Madhya Pradesh Government,,bhopal-gas-tragedy-india
India Government,,bhopal-gas-tragedy-india
MoEF - India,,bhopal-gas-tragedy-india
SCOTUS - Usa,,bhopal-gas-tragedy-india
District Court of Bhopal,,bhopal-gas-tragedy-india
CBI - India,,bhopal-gas-tragedy-india
Departement of Chemicals and Petrochemicals - India,,bhopal-gas-tragedy-india
Ministerio de Ambiente y Desarrollo Sostenible,,dojura-choco-colombia
Ministerio de Interior,,dojura-choco-colombia
Presidencia de la Republica de Colombia,,dojura-choco-colombia
Ejercito Nacional,,dojura-choco-colombia
Gobernacion de Choco,,dojura-choco-colombia
Alcaldia Municipio de Dojura,,dojura-choco-colombia
Incoder ,,dojura-choco-colombia
Comisión Nacional de Reparación y Reconciliación ,,dojura-choco-colombia
Ege University,,marmara-lake-endangered-ecosystem-turkey
Ministry of Forestry and Water Affairs,,marmara-lake-endangered-ecosystem-turkey
General Directorate of Nature Conservation and National Parks,,marmara-lake-endangered-ecosystem-turkey
Manisa Governorship,,marmara-lake-endangered-ecosystem-turkey
th Regional Directorate of Forestry and Water Affairs,,marmara-lake-endangered-ecosystem-turkey
General Directorate of National Estate,,marmara-lake-endangered-ecosystem-turkey
nd Regional Directorate of State Hydraulic Works,,marmara-lake-endangered-ecosystem-turkey
Manisa Provincial Agricultural Directorate,,marmara-lake-endangered-ecosystem-turkey
Celal Bayar University,,marmara-lake-endangered-ecosystem-turkey
Golmarmara Municipality.,,marmara-lake-endangered-ecosystem-turkey
Egyptian Environmental Affairs Agency,,giza-north-power-plant-egypt
Ministry of Electricity and Energy,,giza-north-power-plant-egypt
Egyptian Public Authority for Drainage Projects,,giza-north-power-plant-egypt
Egyptian Directorate of Housing and Infrastructure,,giza-north-power-plant-egypt
Egyptian Department of Physical Planning,,giza-north-power-plant-egypt
Egyptian Department of Social Affairs,,giza-north-power-plant-egypt
Egyptian Department of Land Surveying,,giza-north-power-plant-egypt
Comisión Nacional del Medio Ambiente CONAMA ,,dona-ines-de-collahuasi-chile
Dirección General de Aguas de Chile,,dona-ines-de-collahuasi-chile
Programa de Investigación Estratégica en Bolivia ,,dona-ines-de-collahuasi-chile
Servicio Geológico y Técnico de Minas ,,dona-ines-de-collahuasi-chile
Municipio de Colcha K,,dona-ines-de-collahuasi-chile
Ministry of Environment and Waters,,sanitary-sewage-on-varna-beach-bulgaria
Black Sea Basin Directorate ,,sanitary-sewage-on-varna-beach-bulgaria
Ministry of Economy: for Turism facilities,,sanitary-sewage-on-varna-beach-bulgaria
Trafikverket,,forbifart-stockholm-sweden
Naturvårdsverket,,forbifart-stockholm-sweden
Länsstyrelsen,,forbifart-stockholm-sweden
French Government,,electrical-highway-in-northeast-catalonia-spain
Catalan Regional Government,,electrical-highway-in-northeast-catalonia-spain
Spanish Government,,electrical-highway-in-northeast-catalonia-spain
Ugandan Ministry of Energy and Mineral Development,,bujagali-hydropower-project-uganda
National Environmental Management Authority ,,bujagali-hydropower-project-uganda
Electricity Regulatory Authority ,,bujagali-hydropower-project-uganda
Ministerio de Ambiente y Desarrollo Sostenible,,proyecto-gramalote-antioquia-colombia
Instituto Colombiano de Mineria y Geologia ,,proyecto-gramalote-antioquia-colombia
Gobernacion de Antioquia,,proyecto-gramalote-antioquia-colombia
Policia Nacional,,proyecto-gramalote-antioquia-colombia
Corporacion Autonoma Regional de Antioquia ,,proyecto-gramalote-antioquia-colombia
Ejercito Nacional,,proyecto-gramalote-antioquia-colombia
Alcaldia del Municipio de San Roque,,proyecto-gramalote-antioquia-colombia
Ministerio de Ambiente y Desarrollo Sostenible,,quebrada-la-lata-magdalena-colombia
Gobernación del Magdalena,,quebrada-la-lata-magdalena-colombia
Alcaldia del municipio de Santa Marta,,quebrada-la-lata-magdalena-colombia
La Dirección General Marítima ,,quebrada-la-lata-magdalena-colombia
Corporacion Autonoma Regional del Magdalena,,quebrada-la-lata-magdalena-colombia
Universidad Nacional,,quebrada-la-lata-magdalena-colombia
The Ministry of Agriculture and Livestock,,dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador
The Ecuadorian National Institute for Forests,,dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador
Nature and Wildlife.,,dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador
General Directorate of State Hydraulic Works (DSI in Turkish acronym);,,tortum-bagbasi-hydroelectric-power-plant-turkey
Ministry of Energy and Natural Resources;,,tortum-bagbasi-hydroelectric-power-plant-turkey
Energy Market Regulatory Authority,,tortum-bagbasi-hydroelectric-power-plant-turkey
Government of Liberia,,firestone-bridgestone-rubber-plantations-liberia
Nigerian National Petroleum Corporation.,,first-oil-spill-at-akipelai-community-nigeria
CONAGUA,,capulalpam-de-mendez-contra-natividad-oaxaca
PROFEPA,,capulalpam-de-mendez-contra-natividad-oaxaca
Municipio de Capulalpam de Mendez,,capulalpam-de-mendez-contra-natividad-oaxaca
Procuraduria Federal de Proteccion al Ambiente,,capulalpam-de-mendez-contra-natividad-oaxaca
Comision Permanente del Congreso de la Union,,capulalpam-de-mendez-contra-natividad-oaxaca
TARDA,,proposed-high-grand-falls-multipurpose-dam-kenya
KWTA ( Kenya Water Towers Agency) Ministry of Lands,,proposed-high-grand-falls-multipurpose-dam-kenya
Housing & Urban,,proposed-high-grand-falls-multipurpose-dam-kenya
Ministry of Planning and Devolution,,proposed-high-grand-falls-multipurpose-dam-kenya
Ministry of Planning and Devolution ,,proposed-high-grand-falls-multipurpose-dam-kenya
Department of Energy,,kayerekera-uranium-extraction-malawi
Department of Mines,,kayerekera-uranium-extraction-malawi
The Environmental Affairs Department,,kayerekera-uranium-extraction-malawi
ministry of Labour,,kayerekera-uranium-extraction-malawi
The Malawi Energy Regulatory Authority ,,kayerekera-uranium-extraction-malawi
Government of India,,maheshwar-dam-narmada-valley-india
Ministry of Environment and Forests,,maheshwar-dam-narmada-valley-india
Government of Madhya Pradesh,,maheshwar-dam-narmada-valley-india
Madhya Pradesh Electricity Board ,,maheshwar-dam-narmada-valley-india
Madhya Pradesh State Industrial Development Corporation Limited (MPSIDC).,,maheshwar-dam-narmada-valley-india
Nigeria Federal Government agencies,,chevron-and-shell-ravage-escravos-nigeria
such as NESREA (National Environmental Standards and Regulation Agency) and NOSDRA ,,chevron-and-shell-ravage-escravos-nigeria
Instituto Nacional de Meio Ambiente e Recursos Naturais Renovaveis ,,shrimp-farms-v-fishermen-in-santa-rita-brazil
Dam Implementation Unit,,kajbar-dam-hydropower-scheme-sudan
Sudanese government,,kajbar-dam-hydropower-scheme-sudan
National Corporation for Antiquities and Museums,,kajbar-dam-hydropower-scheme-sudan
Sudanese Ministry of Irrigation and Water Resources,,kajbar-dam-hydropower-scheme-sudan
Sudanese Ministry of Electricity,,kajbar-dam-hydropower-scheme-sudan
Sudanese National Council for Water Resources,,kajbar-dam-hydropower-scheme-sudan
United Nations,,haida-gwaii-geo-engineering-planktos-bc-canada
Nigeria National Petroleum Corporation ,,shell-spills-bodo-community-nigeria
Agriculture and Environment,,toxic-waste-dumping-in-abidjan-ivory-coast
Ministries of Health,,toxic-waste-dumping-in-abidjan-ivory-coast
Centre Ivoirien AntiPollution ,,toxic-waste-dumping-in-abidjan-ivory-coast
part of the,,toxic-waste-dumping-in-abidjan-ivory-coast
Ivorian Ministry of Environment,,toxic-waste-dumping-in-abidjan-ivory-coast
The National Land Agency in Indonesia with 3,,wilmar-in-jambi-province-indonesia
cases of land conflicts in its books,,wilmar-in-jambi-province-indonesia
Minister of Agriculture and Rural Development,,gambela-agri-export-land-dispossessions-ethiopia
Ethiopian Wildlife Conservation Authority,,gambela-agri-export-land-dispossessions-ethiopia
The counties of Cayambe and Pedro Moncayo,,tabacundo-canal-water-conflict-ecuador
Water Resource Council,,tabacundo-canal-water-conflict-ecuador
Municipal government of Pedro Moncayo,,tabacundo-canal-water-conflict-ecuador
Government of India,,lower-subansiri-hydroelectric-power-project-india
Assam Government,,lower-subansiri-hydroelectric-power-project-india
Ministry of Environment & Forest ,,lower-subansiri-hydroelectric-power-project-india
Assam Pollution Control Board,,lower-subansiri-hydroelectric-power-project-india
Ministerio del Ambiente,,face-pine-plantation-profafor-ecuador
Juzgado de lo Contencioso Administrativo,,valle-de-siria-honduras
Secretaria de Recursos Naturales,,valle-de-siria-honduras
Fiscalia Especial del Ambiente,,valle-de-siria-honduras
Extremadura Regional Governement,,nuclear-power-station-in-almaraz-spain
Ministry of Natural Resources,,somalia-toxic-waste-dumping-somalia
Ministry of Industry and Trade,,somalia-toxic-waste-dumping-somalia
Ministry of Social Development,,somalia-toxic-waste-dumping-somalia
Government of India,,mithivirdi-nuclear-power-station-bhavnagar-india
Nuclear Power Corporation of India as a State company ,,mithivirdi-nuclear-power-station-bhavnagar-india
Gujarat Coastal Zone Management Authority,,mithivirdi-nuclear-power-station-bhavnagar-india
Gujarat Power Corporation ,,mithivirdi-nuclear-power-station-bhavnagar-india
Environment Public Hearing Committee of Bhavnagar,,mithivirdi-nuclear-power-station-bhavnagar-india
Gujarat Pollution Control Board,,mithivirdi-nuclear-power-station-bhavnagar-india
Government of Cameroon,,exploitation-of-forests-cameroon
MINEF: Ministry of Environment and Forestry of Cameroon ,,exploitation-of-forests-cameroon
Ministry of Environment and Water,,pazardzhik-incinerator-bulgaria
Regional Inspectorate on Environment and Water,,pazardzhik-incinerator-bulgaria
NOSDRA ,,oil-spill-at-ikarama-community-nigeria
NESREA ,,oil-spill-at-ikarama-community-nigeria
Ministry of Environment,,eucapacific-eucalyptus-plantations-ecuador
Ecuador Government,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Ministerio del Ambiente di Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Brazilian Government,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Chinese Government,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Ministerio de Transporte y Obras Pblicas - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Ministerio de Transportes y Comunicaciones - Peru,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Autoridad Portuaria de Manta - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
SUFRAMA - Brazil,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
ZOFRAMA - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
ZOMANTA - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
ECORAE - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
CORPEI - Ecuador,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Andine Parliament - Colombia,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Peru,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Bolivia,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
Water and Natural Resources,,invasive-species-in-lake-victoria-kenya
Lake Victoria Basin Commission; Lake Basin Development Authority; Water Resource Management Authority; Ministry of Environment,,invasive-species-in-lake-victoria-kenya
Prime Ministry,,bergama-gold-mine-turkey
The Council of State,,bergama-gold-mine-turkey
Turkish Scientific Research Institute ,,bergama-gold-mine-turkey
Brandenburg government,,lignite-mining-welzow-sued-ii-welzow-proschim-germany
Agencia Nacional de Energia Eletrica ,,murta-dam-mg-brazil
Governo Federal,,murta-dam-mg-brazil
Governo do Estado de Minas Gerais,,murta-dam-mg-brazil
Fundacao Estadual de Meio Ambiente ,,murta-dam-mg-brazil
