UID,name,socio_economical_impact
cellulose-industry-in-gualeguaychu-ur-arg,Loss of traditional knowledge/practices/cultures,
cellulose-industry-in-gualeguaychu-ur-arg,Violations of human rights,
cellulose-industry-in-gualeguaychu-ur-arg,Land dispossession,
cellulose-industry-in-gualeguaychu-ur-arg,Loss of landscape/sense of place,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Loss of landscape/sense of place,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Increase in Corruption/Co-optation of different actors,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Loss of livelihood,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Loss of landscape/sense of place,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Increase in Corruption/Co-optation of different actors,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Loss of livelihood,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Loss of traditional knowledge/practices/cultures,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Loss of landscape/sense of place,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Other socio-economic impacts,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Militarization and increased police presence,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Violations of human rights,
anti-fracking-uprising-in-ain-salah,Militarization and increased police presence,
anti-fracking-uprising-in-ain-salah,Violations of human rights,
anti-fracking-uprising-in-ain-salah,Increase in Corruption/Co-optation of different actors,
anti-fracking-uprising-in-ain-salah,Loss of livelihood,
anti-fracking-uprising-in-ain-salah,Loss of traditional knowledge/practices/cultures,
anti-fracking-uprising-in-ain-salah,Increase in violence and crime,
complejo-inmobiliario-mitikah-ciudad-viva,Increase in Corruption/Co-optation of different actors,
complejo-inmobiliario-mitikah-ciudad-viva,Displacement,
complejo-inmobiliario-mitikah-ciudad-viva,Violations of human rights,
complejo-inmobiliario-mitikah-ciudad-viva,Increase in violence and crime,
complejo-inmobiliario-mitikah-ciudad-viva,Loss of traditional knowledge/practices/cultures,
complejo-inmobiliario-mitikah-ciudad-viva,Loss of landscape/sense of place,
complejo-inmobiliario-mitikah-ciudad-viva,Land dispossession,
cano-limon-oilfield-in-arauquita-arauca-colombia,Increase in Corruption/Co-optation of different actors,
cano-limon-oilfield-in-arauquita-arauca-colombia,Displacement,
cano-limon-oilfield-in-arauquita-arauca-colombia,Increase in violence and crime,
cano-limon-oilfield-in-arauquita-arauca-colombia,Militarization and increased police presence,
cano-limon-oilfield-in-arauquita-arauca-colombia,Violations of human rights,
cano-limon-oilfield-in-arauquita-arauca-colombia,Land dispossession,
cano-limon-oilfield-in-arauquita-arauca-colombia,Loss of livelihood,
cano-limon-oilfield-in-arauquita-arauca-colombia,Loss of traditional knowledge/practices/cultures,
represas-del-rio-santa-cruz1,Increase in Corruption/Co-optation of different actors,
represas-del-rio-santa-cruz1,Displacement,
represas-del-rio-santa-cruz1,"Lack of work security, labour absenteeism, firings, unemployment",
represas-del-rio-santa-cruz1,Loss of livelihood,
represas-del-rio-santa-cruz1,Loss of traditional knowledge/practices/cultures,
represas-del-rio-santa-cruz1,"Social problems (alcoholism, prostitution, etc..)",
represas-del-rio-santa-cruz1,Land dispossession,
represas-del-rio-santa-cruz1,Loss of landscape/sense of place,
norsudtimber-illegal-in-drc,Increase in violence and crime,
norsudtimber-illegal-in-drc,Loss of livelihood,
norsudtimber-illegal-in-drc,Militarization and increased police presence,
norsudtimber-illegal-in-drc,Violations of human rights,
norsudtimber-illegal-in-drc,Land dispossession,
norsudtimber-illegal-in-drc,Loss of landscape/sense of place,
norsudtimber-illegal-in-drc,Displacement,
norsudtimber-illegal-in-drc,Loss of traditional knowledge/practices/cultures,
norsudtimber-illegal-in-drc,Specific impacts on women,
gold-min,Specific impacts on women,
gold-min,Displacement,
gold-min,Land dispossession,
gold-min,Increase in violence and crime,
gold-min,Loss of livelihood,
gold-min,"Social problems (alcoholism, prostitution, etc..)",
gold-min,Violations of human rights,
gold-min,Loss of landscape/sense of place,
gold-min,Loss of traditional knowledge/practices/cultures,
gold-min,Militarization and increased police presence,
gold-min,Increase in Corruption/Co-optation of different actors,
gold-min,"Lack of work security, labour absenteeism, firings, unemployment",
presa-de-el-zapotillo-jalisco-mexico,Militarization and increased police presence,
presa-de-el-zapotillo-jalisco-mexico,Violations of human rights,
presa-de-el-zapotillo-jalisco-mexico,Land dispossession,
presa-de-el-zapotillo-jalisco-mexico,Loss of landscape/sense of place,
presa-de-el-zapotillo-jalisco-mexico,Increase in Corruption/Co-optation of different actors,
presa-de-el-zapotillo-jalisco-mexico,Specific impacts on women,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Displacement,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Loss of livelihood,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Militarization and increased police presence,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Land dispossession,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Increase in Corruption/Co-optation of different actors,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,"Lack of work security, labour absenteeism, firings, unemployment",
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Loss of traditional knowledge/practices/cultures,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Specific impacts on women,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Loss of livelihood,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Violations of human rights,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Loss of landscape/sense of place,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Displacement,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Increase in violence and crime,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,"Lack of work security, labour absenteeism, firings, unemployment",
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Loss of traditional knowledge/practices/cultures,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Land dispossession,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Militarization and increased police presence,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Displacement,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Loss of livelihood,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Loss of traditional knowledge/practices/cultures,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Specific impacts on women,
jamsher-solid-waste-treatment-plant-jalandhar-punjab-india,Land dispossession,
mutanda-mine-democratic-republic-of-congo,Loss of livelihood,
mutanda-mine-democratic-republic-of-congo,Violations of human rights,
proposed-garbage-incineration-plant-draws-mass-protest-in-guangdong-china,Loss of landscape/sense of place,
proposed-garbage-incineration-plant-draws-mass-protest-in-guangdong-china,Other socio-economic impacts,
dugarajapatnam-port-andhra-pradesh-india,Displacement,
dugarajapatnam-port-andhra-pradesh-india,Loss of livelihood,
dugarajapatnam-port-andhra-pradesh-india,Loss of traditional knowledge/practices/cultures,
dugarajapatnam-port-andhra-pradesh-india,Violations of human rights,
dugarajapatnam-port-andhra-pradesh-india,Land dispossession,
dugarajapatnam-port-andhra-pradesh-india,Loss of landscape/sense of place,
mokoron-hill-nicaragua,Loss of traditional knowledge/practices/cultures,
mokoron-hill-nicaragua,Militarization and increased police presence,
mokoron-hill-nicaragua,Loss of landscape/sense of place,
illegal-stone-quarry-in-andarawewa-forest-reserve,Increase in Corruption/Co-optation of different actors,
illegal-stone-quarry-in-andarawewa-forest-reserve,Militarization and increased police presence,
illegal-stone-quarry-in-andarawewa-forest-reserve,Loss of landscape/sense of place,
illegal-stone-quarry-in-andarawewa-forest-reserve,Loss of livelihood,
illegal-stone-quarry-in-andarawewa-forest-reserve,Violations of human rights,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Displacement,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Increase in violence and crime,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Loss of livelihood,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Militarization and increased police presence,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Land dispossession,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Loss of traditional knowledge/practices/cultures,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Specific impacts on women,
marble-mining-in-indigenous-mollo-territory-in-west-timor-indonesia,Loss of landscape/sense of place,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Loss of landscape/sense of place,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Loss of livelihood,
water-pollution-caused-by-coal-mines-and-gas-field-at-xiaohaotu-shaanxi-china,Land dispossession,
bc-hydro-site-c-dam-canada,Loss of landscape/sense of place,
bc-hydro-site-c-dam-canada,Other socio-economic impacts,
bc-hydro-site-c-dam-canada,Loss of livelihood,
bc-hydro-site-c-dam-canada,Land dispossession,
bc-hydro-site-c-dam-canada,Loss of traditional knowledge/practices/cultures,
bc-hydro-site-c-dam-canada,Violations of human rights,
bc-hydro-site-c-dam-canada,Displacement,
sponge-iron-factories-in-west-bengal-india,Displacement,
sponge-iron-factories-in-west-bengal-india,Loss of livelihood,
sponge-iron-factories-in-west-bengal-india,Loss of traditional knowledge/practices/cultures,
sponge-iron-factories-in-west-bengal-india,Land dispossession,
sponge-iron-factories-in-west-bengal-india,Loss of landscape/sense of place,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Displacement,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,"Lack of work security, labour absenteeism, firings, unemployment",
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Specific impacts on women,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Violations of human rights,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Other socio-economic impacts,
roma-in-the-settlement-kale-displaced-under-the-excuse-of-a-hotel-complex-construction-skopje-macedonia,Increase in violence and crime,
saemangeun-reclamation-project-south-korea,Loss of livelihood,
saemangeun-reclamation-project-south-korea,Loss of landscape/sense of place,
proyecto-caycayen-neuquen-argentina,"Lack of work security, labour absenteeism, firings, unemployment",
proyecto-caycayen-neuquen-argentina,Loss of livelihood,
proyecto-caycayen-neuquen-argentina,Loss of traditional knowledge/practices/cultures,
proyecto-caycayen-neuquen-argentina,Loss of landscape/sense of place,
proyecto-caycayen-neuquen-argentina,Other socio-economic impacts,
water-privatisation-egypt,Loss of livelihood,
water-privatisation-egypt,Specific impacts on women,
water-privatisation-egypt,Violations of human rights,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Displacement,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Increase in violence and crime,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Loss of livelihood,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Militarization and increased police presence,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Violations of human rights,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Increase in Corruption/Co-optation of different actors,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Loss of traditional knowledge/practices/cultures,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,"Social problems (alcoholism, prostitution, etc..)",
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Land dispossession,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,Loss of landscape/sense of place,
wanning-waste-to-energy-plant-hainan-china,Other socio-economic impacts,
paks-nuclear-plant-expansion-hungary,Increase in Corruption/Co-optation of different actors,
polluted-drinking-water-in-basra,Increase in Corruption/Co-optation of different actors,
polluted-drinking-water-in-basra,Loss of livelihood,
polluted-drinking-water-in-basra,Increase in violence and crime,
polluted-drinking-water-in-basra,Violations of human rights,
polluted-drinking-water-in-basra,Militarization and increased police presence,
polluted-drinking-water-in-basra,Specific impacts on women,
jeannette-kawas-fernandez-case-honduras,Land dispossession,
jeannette-kawas-fernandez-case-honduras,Loss of landscape/sense of place,
jeannette-kawas-fernandez-case-honduras,Loss of traditional knowledge/practices/cultures,
jeannette-kawas-fernandez-case-honduras,Violations of human rights,
the-decimation-of-palestines-fishing-industry,"Lack of work security, labour absenteeism, firings, unemployment",
the-decimation-of-palestines-fishing-industry,Violations of human rights,
the-decimation-of-palestines-fishing-industry,Other socio-economic impacts,
